,"Tag, Score",Count
7870,"Row(_1='oracle10g', _2=-1)",1
7871,"Row(_1='dbms-metadata', _2=-1)",1
7872,"Row(_1='sql', _2=3)",4
7873,"Row(_1='type-conversion', _2=-2)",1
7874,"Row(_1='multithreading', _2=3)",1
7875,"Row(_1='synchronized', _2=3)",1
7876,"Row(_1='spaceship-operator', _2=1)",1
7877,"Row(_1='sudo', _2=0)",4
7878,"Row(_1='custom-wordpress-pages', _2=0)",7
7879,"Row(_1='amazon-kinesis', _2=0)",2
7880,"Row(_1='amazon-kinesis-analytics', _2=0)",1
7881,"Row(_1='relative-path', _2=2)",1
7882,"Row(_1='absolute-path', _2=2)",1
7883,"Row(_1='antlr4', _2=1)",3
7884,"Row(_1='junit4', _2=0)",3
7885,"Row(_1='remote-access', _2=0)",3
7886,"Row(_1='detectron', _2=0)",2
7887,"Row(_1='django-allauth', _2=0)",2
7888,"Row(_1='rebase', _2=0)",1
7889,"Row(_1='atlassian-sourcetree', _2=0)",2
7890,"Row(_1='conflict', _2=0)",1
7891,"Row(_1='surface', _2=0)",3
7892,"Row(_1='azure-data-factory-2', _2=1)",3
7893,"Row(_1='pyarrow', _2=1)",1
7894,"Row(_1='apache-arrow', _2=1)",1
7895,"Row(_1='choropleth', _2=0)",2
7896,"Row(_1='compiler-optimization', _2=1)",2
7897,"Row(_1='branch-prediction', _2=1)",1
7898,"Row(_1='single-sign-on', _2=0)",8
7899,"Row(_1='haml', _2=0)",1
7900,"Row(_1='ruby-on-rails-6', _2=0)",4
7901,"Row(_1='slice', _2=1)",1
7902,"Row(_1='qt', _2=2)",2
7903,"Row(_1='listview', _2=2)",1
7904,"Row(_1='qml', _2=2)",1
7905,"Row(_1='spacing', _2=2)",1
7906,"Row(_1='dart-js-interop', _2=0)",1
7907,"Row(_1='foreign-data-wrapper', _2=1)",1
7908,"Row(_1='dictionary-comprehension', _2=0)",1
7909,"Row(_1='for-comprehension', _2=0)",1
7910,"Row(_1='button', _2=1)",3
7911,"Row(_1='wkwebviewconfiguration', _2=1)",1
7912,"Row(_1='scala', _2=-1)",4
7913,"Row(_1='dependency-injection', _2=-1)",1
7914,"Row(_1='playframework', _2=-1)",1
7915,"Row(_1='compile-time', _2=-1)",1
7916,"Row(_1='safetynet', _2=0)",1
7917,"Row(_1='firebase-app-check', _2=0)",2
7918,"Row(_1='resize', _2=1)",1
7919,"Row(_1='timestamp', _2=-1)",2
7920,"Row(_1='typeorm', _2=2)",1
7921,"Row(_1='mysql2', _2=2)",1
7922,"Row(_1='subscriber', _2=2)",1
7923,"Row(_1='generics', _2=4)",1
7924,"Row(_1='f#', _2=4)",1
7925,"Row(_1='slf4j', _2=0)",2
7926,"Row(_1='camunda-plugin', _2=0)",1
7927,"Row(_1='higher-order-components', _2=0)",2
7928,"Row(_1='razor', _2=-1)",2
7929,"Row(_1='endpoint', _2=1)",1
7930,"Row(_1='branching-and-merging', _2=0)",1
7931,"Row(_1='refresh', _2=0)",4
7932,"Row(_1='drupal-7', _2=0)",2
7933,"Row(_1='google-search', _2=0)",1
7934,"Row(_1='slice', _2=0)",5
7935,"Row(_1='pdf417', _2=0)",1
7936,"Row(_1='react-functional-component', _2=-1)",1
7937,"Row(_1='dplyr', _2=3)",5
7938,"Row(_1='tidyverse', _2=3)",2
7939,"Row(_1='ipfs', _2=0)",4
7940,"Row(_1='settimeout', _2=-3)",1
7941,"Row(_1='android-theme', _2=1)",2
7942,"Row(_1='inline-assembly', _2=2)",2
7943,"Row(_1='riscv', _2=2)",2
7944,"Row(_1='illegal-instruction', _2=2)",1
7945,"Row(_1='sitecore', _2=0)",1
7946,"Row(_1='solr8.4.1', _2=0)",1
7947,"Row(_1='merge-conflict-resolution', _2=1)",1
7948,"Row(_1='egl', _2=0)",1
7949,"Row(_1='image-reader', _2=0)",1
7950,"Row(_1='arraylist', _2=0)",8
7951,"Row(_1='exoplayer', _2=0)",3
7952,"Row(_1='android-pageradapter', _2=0)",1
7953,"Row(_1='visual-c++', _2=-1)",1
7954,"Row(_1='pydantic', _2=1)",4
7955,"Row(_1='divi', _2=0)",5
7956,"Row(_1='mime', _2=0)",3
7957,"Row(_1='colors', _2=-1)",1
7958,"Row(_1='android-instant-apps', _2=1)",1
7959,"Row(_1='overriding', _2=-3)",1
7960,"Row(_1='actiontext', _2=0)",1
7961,"Row(_1='average', _2=0)",3
7962,"Row(_1='workspace', _2=0)",2
7963,"Row(_1='rethinkdb', _2=0)",1
7964,"Row(_1='gorethink', _2=0)",1
7965,"Row(_1='virtualhost', _2=0)",3
7966,"Row(_1='testng', _2=1)",3
7967,"Row(_1='dns', _2=1)",1
7968,"Row(_1='roc', _2=1)",1
7969,"Row(_1='multilabel-classification', _2=1)",1
7970,"Row(_1='false-positive', _2=1)",1
7971,"Row(_1='setlocale', _2=0)",1
7972,"Row(_1='local-variables', _2=0)",1
7973,"Row(_1='static-linking', _2=2)",1
7974,"Row(_1='apk', _2=0)",5
7975,"Row(_1='visual-studio-cordova', _2=0)",1
7976,"Row(_1='series', _2=0)",2
7977,"Row(_1='reverse-proxy', _2=1)",3
7978,"Row(_1='text-parsing', _2=0)",2
7979,"Row(_1='junit', _2=2)",1
7980,"Row(_1='mockito', _2=2)",2
7981,"Row(_1='traffic', _2=-1)",1
7982,"Row(_1='pre-commit.com', _2=1)",1
7983,"Row(_1='fgetc', _2=0)",2
7984,"Row(_1='clion', _2=0)",4
7985,"Row(_1='liquibase', _2=-1)",1
7986,"Row(_1='snapshot', _2=-1)",1
7987,"Row(_1='test-data', _2=-1)",1
7988,"Row(_1='async-await', _2=-1)",2
7989,"Row(_1='task', _2=-1)",1
7990,"Row(_1='pandas', _2=4)",6
7991,"Row(_1='aggregation', _2=0)",4
7992,"Row(_1='clean-architecture', _2=0)",2
7993,"Row(_1='encryption', _2=-1)",4
7994,"Row(_1='nbconvert', _2=0)",1
7995,"Row(_1='voila', _2=0)",1
7996,"Row(_1='time-series', _2=-1)",1
7997,"Row(_1='squeryl', _2=1)",1
7998,"Row(_1='botframework', _2=1)",2
7999,"Row(_1='direct-line-botframework', _2=1)",1
8000,"Row(_1='bot-framework-composer', _2=1)",1
8001,"Row(_1='mmc', _2=0)",1
8002,"Row(_1='continuous-integration', _2=0)",11
8003,"Row(_1='npoi', _2=0)",2
8004,"Row(_1='firebase-authentication', _2=2)",2
8005,"Row(_1='safetynet', _2=2)",1
8006,"Row(_1='firebase-app-check', _2=2)",1
8007,"Row(_1='upgrade', _2=1)",2
8008,"Row(_1='kuzzle', _2=1)",1
8009,"Row(_1='oauth', _2=1)",2
8010,"Row(_1='automated-tests', _2=1)",2
8011,"Row(_1='captcha', _2=0)",3
8012,"Row(_1='face-detection', _2=0)",3
8013,"Row(_1='wala', _2=0)",1
8014,"Row(_1='emulation', _2=0)",3
8015,"Row(_1='file-permissions', _2=0)",1
8016,"Row(_1='noclassdeffounderror', _2=0)",1
8017,"Row(_1='c++17', _2=0)",9
8018,"Row(_1='sfinae', _2=0)",1
8019,"Row(_1='enable-if', _2=0)",2
8020,"Row(_1='jax-rpc', _2=0)",1
8021,"Row(_1='pull-request', _2=1)",1
8022,"Row(_1='access-control', _2=1)",1
8023,"Row(_1='columnname', _2=0)",1
8024,"Row(_1='vctrs', _2=0)",1
8025,"Row(_1='hue', _2=1)",1
8026,"Row(_1='usb', _2=0)",4
8027,"Row(_1='autorun', _2=0)",1
8028,"Row(_1='htop', _2=0)",1
8029,"Row(_1='plotly-react', _2=0)",1
8030,"Row(_1='distributed', _2=0)",1
8031,"Row(_1='sharding', _2=0)",1
8032,"Row(_1='tile38', _2=0)",1
8033,"Row(_1='normalization', _2=0)",1
8034,"Row(_1='sequential', _2=0)",1
8035,"Row(_1='query-optimization', _2=0)",9
8036,"Row(_1='coupon', _2=0)",3
8037,"Row(_1='lint', _2=0)",3
8038,"Row(_1='switch-statement', _2=0)",7
8039,"Row(_1='abp', _2=0)",4
8040,"Row(_1='mule4', _2=1)",1
8041,"Row(_1='webforms', _2=1)",1
8042,"Row(_1='css-grid', _2=1)",3
8043,"Row(_1='ntlm-authentication', _2=0)",1
8044,"Row(_1='boost-log', _2=0)",1
8045,"Row(_1='azure-storage-account', _2=0)",1
8046,"Row(_1='interface', _2=1)",1
8047,"Row(_1='recursive-datastructures', _2=1)",1
8048,"Row(_1='sql-server', _2=3)",3
8049,"Row(_1='memory-management', _2=1)",3
8050,"Row(_1='xml-parsing', _2=1)",2
8051,"Row(_1='iterparse', _2=1)",1
8052,"Row(_1='rownum', _2=0)",1
8053,"Row(_1='write', _2=0)",1
8054,"Row(_1='xfce', _2=0)",2
8055,"Row(_1='sjcl', _2=0)",1
8056,"Row(_1='prompt', _2=0)",3
8057,"Row(_1='json-deserialization', _2=0)",4
8058,"Row(_1='xlink', _2=0)",2
8059,"Row(_1='swup', _2=0)",1
8060,"Row(_1='grouping', _2=1)",3
8061,"Row(_1='candlestick-chart', _2=0)",2
8062,"Row(_1='candlesticks', _2=0)",1
8063,"Row(_1='video-recording', _2=0)",1
8064,"Row(_1='django-serializer', _2=0)",7
8065,"Row(_1='django-sessions', _2=0)",1
8066,"Row(_1='watchdog', _2=0)",1
8067,"Row(_1='repeater', _2=0)",1
8068,"Row(_1='sgd', _2=0)",1
8069,"Row(_1='ossec', _2=-1)",1
8070,"Row(_1='generate-series', _2=0)",1
8071,"Row(_1='nameerror', _2=0)",3
8072,"Row(_1='dropzone.js', _2=0)",1
8073,"Row(_1='emacs', _2=1)",1
8074,"Row(_1='org-mode', _2=1)",1
8075,"Row(_1='batch-processing', _2=0)",4
8076,"Row(_1='es6-promise', _2=1)",1
8077,"Row(_1='uart', _2=1)",1
8078,"Row(_1='bytestream', _2=1)",1
8079,"Row(_1='firefox-addon', _2=0)",2
8080,"Row(_1='analytical', _2=0)",1
8081,"Row(_1='google-bigquery', _2=1)",4
8082,"Row(_1='kafka-topic', _2=0)",2
8083,"Row(_1='sass', _2=-2)",1
8084,"Row(_1='scss-lint', _2=-2)",1
8085,"Row(_1='web-analytics', _2=0)",1
8086,"Row(_1='java.util.concurrent', _2=0)",2
8087,"Row(_1='new-project', _2=0)",1
8088,"Row(_1='mrz', _2=0)",1
8089,"Row(_1='filesystemwatcher', _2=1)",1
8090,"Row(_1='swift-package-manager', _2=1)",1
8091,"Row(_1='zeromq', _2=1)",1
8092,"Row(_1='pyzmq', _2=1)",1
8093,"Row(_1='survival-analysis', _2=0)",1
8094,"Row(_1='exc-bad-access', _2=0)",1
8095,"Row(_1='arduino-uno', _2=1)",1
8096,"Row(_1='arduino-ide', _2=1)",1
8097,"Row(_1='arduino-c++', _2=1)",1
8098,"Row(_1='gitlab', _2=-1)",2
8099,"Row(_1='gitlab-ci', _2=-1)",1
8100,"Row(_1='gitlab-ci-runner', _2=-1)",1
8101,"Row(_1='cube.js', _2=0)",1
8102,"Row(_1='authorization', _2=3)",1
8103,"Row(_1='django-generic-views', _2=0)",1
8104,"Row(_1='vcftools', _2=0)",1
8105,"Row(_1='bcftools', _2=0)",1
8106,"Row(_1='django-filter', _2=0)",2
8107,"Row(_1='django-filters', _2=0)",1
8108,"Row(_1='next-auth', _2=1)",1
8109,"Row(_1='express', _2=-3)",1
8110,"Row(_1='react-router', _2=-3)",1
8111,"Row(_1='asp.net-core-webapi', _2=2)",3
8112,"Row(_1='github-actions-artifacts', _2=2)",1
8113,"Row(_1='gnuradio', _2=0)",3
8114,"Row(_1='usrp', _2=0)",1
8115,"Row(_1='system-tray', _2=0)",1
8116,"Row(_1='pystray', _2=0)",1
8117,"Row(_1='vaadin14', _2=0)",3
8118,"Row(_1='html5-canvas', _2=-1)",2
8119,"Row(_1='resize', _2=-1)",1
8120,"Row(_1='paperjs', _2=-1)",1
8121,"Row(_1='iphone12', _2=0)",1
8122,"Row(_1='metatrader4', _2=0)",1
8123,"Row(_1='default', _2=0)",1
8124,"Row(_1='polylang', _2=0)",1
8125,"Row(_1='koin', _2=0)",3
8126,"Row(_1='koin-scope', _2=0)",1
8127,"Row(_1='structure', _2=1)",1
8128,"Row(_1='sizeof', _2=1)",3
8129,"Row(_1='twincat', _2=1)",2
8130,"Row(_1='amazon-cloudformation', _2=1)",4
8131,"Row(_1='rna-seq', _2=0)",3
8132,"Row(_1='sencha-cmd', _2=0)",1
8133,"Row(_1='printf', _2=2)",1
8134,"Row(_1='flutter-test', _2=1)",2
8135,"Row(_1='excel', _2=2)",8
8136,"Row(_1='vba', _2=2)",6
8137,"Row(_1='spring-rest', _2=1)",1
8138,"Row(_1='spring-cloud-sleuth', _2=1)",1
8139,"Row(_1='analytics', _2=0)",2
8140,"Row(_1='integer', _2=-1)",1
8141,"Row(_1='mouse', _2=0)",2
8142,"Row(_1='startup', _2=0)",2
8143,"Row(_1='servletcontextlistener', _2=0)",1
8144,"Row(_1='geom-segment', _2=0)",1
8145,"Row(_1='dask-dataframe', _2=0)",2
8146,"Row(_1='azure-servicebus-topics', _2=0)",3
8147,"Row(_1='azure-servicebus-subscriptions', _2=0)",3
8148,"Row(_1='ember.js', _2=0)",1
8149,"Row(_1='one-liner', _2=0)",1
8150,"Row(_1='aws-direct-connect', _2=0)",1
8151,"Row(_1='aws-fsx-windows', _2=0)",1
8152,"Row(_1='steam', _2=2)",1
8153,"Row(_1='mirror', _2=2)",1
8154,"Row(_1='mapbox', _2=-1)",2
8155,"Row(_1='helper', _2=-2)",1
8156,"Row(_1='many-to-many', _2=0)",11
8157,"Row(_1='autolayout', _2=0)",1
8158,"Row(_1='snapkit', _2=0)",3
8159,"Row(_1='gitlab-api', _2=1)",1
8160,"Row(_1='jszip', _2=0)",1
8161,"Row(_1='ocaml', _2=2)",1
8162,"Row(_1='acumatica-kb', _2=0)",2
8163,"Row(_1='maple', _2=-1)",1
8164,"Row(_1='docker-container', _2=0)",2
8165,"Row(_1='android-manifest', _2=0)",2
8166,"Row(_1='fast-csv', _2=0)",3
8167,"Row(_1='arrow-keys', _2=0)",1
8168,"Row(_1='arduino', _2=-1)",3
8169,"Row(_1='duckyscript', _2=-1)",1
8170,"Row(_1='split', _2=-3)",1
8171,"Row(_1='heidisql', _2=0)",1
8172,"Row(_1='recharts', _2=0)",3
8173,"Row(_1='crt', _2=0)",1
8174,"Row(_1='data-processing', _2=2)",2
8175,"Row(_1='kendo-grid', _2=0)",2
8176,"Row(_1='laravel-formrequest', _2=0)",1
8177,"Row(_1='unix', _2=1)",2
8178,"Row(_1='hdfs', _2=1)",1
8179,"Row(_1='sftp', _2=1)",2
8180,"Row(_1='tekton', _2=0)",1
8181,"Row(_1='pmap', _2=0)",2
8182,"Row(_1='aws-sdk-go', _2=0)",3
8183,"Row(_1='warnings', _2=1)",1
8184,"Row(_1='amazon-ec2', _2=-1)",3
8185,"Row(_1='ssh', _2=-1)",2
8186,"Row(_1='scp', _2=-1)",2
8187,"Row(_1='athena', _2=0)",2
8188,"Row(_1='matlab-figure', _2=0)",1
8189,"Row(_1='textselection', _2=1)",1
8190,"Row(_1='react-native-webview', _2=1)",1
8191,"Row(_1='magnification', _2=1)",1
8192,"Row(_1='loupe', _2=1)",1
8193,"Row(_1='ipados15', _2=1)",1
8194,"Row(_1='animation', _2=1)",5
8195,"Row(_1='airflow-2.x', _2=1)",3
8196,"Row(_1='retrofit2', _2=0)",4
8197,"Row(_1='android-json', _2=0)",1
8198,"Row(_1='nsdiffabledatasourcesnapshot', _2=1)",1
8199,"Row(_1='uicollectionviewdropdelegate', _2=1)",1
8200,"Row(_1='ruby-on-rails-4', _2=0)",2
8201,"Row(_1='flutter-cupertino', _2=1)",1
8202,"Row(_1='cupertinopicker', _2=1)",1
8203,"Row(_1='cupertino-widgets', _2=1)",1
8204,"Row(_1='arrays', _2=4)",1
8205,"Row(_1='pattern-matching', _2=4)",1
8206,"Row(_1='bookdown', _2=1)",2
8207,"Row(_1='unit-testing', _2=3)",1
8208,"Row(_1='mockito', _2=3)",1
8209,"Row(_1='android-testing', _2=3)",1
8210,"Row(_1='powermockito', _2=3)",1
8211,"Row(_1='jpeg', _2=0)",1
8212,"Row(_1='intel-media-sdk', _2=0)",1
8213,"Row(_1='onevpl', _2=0)",1
8214,"Row(_1='abstract-class', _2=0)",4
8215,"Row(_1='matcher', _2=0)",1
8216,"Row(_1='spark-streaming', _2=0)",6
8217,"Row(_1='jupyter-notebook', _2=2)",2
8218,"Row(_1='gekko', _2=2)",1
8219,"Row(_1='pyro.ai', _2=0)",1
8220,"Row(_1='partitioning', _2=0)",4
8221,"Row(_1='azure-synapse', _2=0)",7
8222,"Row(_1='suse', _2=0)",1
8223,"Row(_1='vb.net', _2=-3)",1
8224,"Row(_1='chalice', _2=0)",1
8225,"Row(_1='haskell', _2=-1)",2
8226,"Row(_1='monads', _2=-1)",1
8227,"Row(_1='functor', _2=-1)",1
8228,"Row(_1='applicative', _2=-1)",1
8229,"Row(_1='algebraic-data-types', _2=-1)",1
8230,"Row(_1='java-home', _2=0)",1
8231,"Row(_1='appv', _2=0)",1
8232,"Row(_1='gtag.js', _2=0)",1
8233,"Row(_1='android-keystore', _2=0)",1
8234,"Row(_1='serialization', _2=-1)",1
8235,"Row(_1='sensors', _2=-1)",1
8236,"Row(_1='closures', _2=0)",4
8237,"Row(_1='awss3transfermanager', _2=0)",1
8238,"Row(_1='awss3transferutility', _2=0)",1
8239,"Row(_1='android-jetpack', _2=2)",1
8240,"Row(_1='material-components-android', _2=2)",2
8241,"Row(_1='reshape', _2=0)",4
8242,"Row(_1='razor', _2=1)",2
8243,"Row(_1='pyinstaller', _2=-1)",1
8244,"Row(_1='apple-m1', _2=-1)",1
8245,"Row(_1='apple-silicon', _2=-1)",1
8246,"Row(_1='ancova', _2=0)",1
8247,"Row(_1='response.redirect', _2=0)",1
8248,"Row(_1='android-databinding', _2=0)",2
8249,"Row(_1='apexcharts', _2=0)",2
8250,"Row(_1='group-by', _2=-1)",2
8251,"Row(_1='google-cloud-tasks', _2=1)",1
8252,"Row(_1='xslt-grouping', _2=0)",2
8253,"Row(_1='onload', _2=1)",1
8254,"Row(_1='popupwindow', _2=1)",1
8255,"Row(_1='wireguard', _2=0)",4
8256,"Row(_1='for-loop', _2=2)",4
8257,"Row(_1='http-status-code-403', _2=0)",1
8258,"Row(_1='event-handling', _2=-2)",1
8259,"Row(_1='dom-events', _2=-2)",1
8260,"Row(_1='c++', _2=9)",2
8261,"Row(_1='visual-c++', _2=9)",1
8262,"Row(_1='stdmutex', _2=9)",1
8263,"Row(_1='None', _2=15)",3
8264,"Row(_1='azure-cognitive-services', _2=2)",1
8265,"Row(_1='microsoft-translator', _2=2)",1
8266,"Row(_1='t-test', _2=1)",1
8267,"Row(_1='jolt', _2=1)",4
8268,"Row(_1='oracle-nosql', _2=0)",1
8269,"Row(_1='ingress-controller', _2=0)",1
8270,"Row(_1='watermark', _2=0)",3
8271,"Row(_1='grpc-go', _2=0)",2
8272,"Row(_1='context-api', _2=1)",2
8273,"Row(_1='intershop', _2=0)",1
8274,"Row(_1='console', _2=0)",6
8275,"Row(_1='filesystemwatcher', _2=0)",2
8276,"Row(_1='uiview', _2=0)",3
8277,"Row(_1='subview', _2=0)",1
8278,"Row(_1='optimization', _2=3)",2
8279,"Row(_1='geoip', _2=1)",1
8280,"Row(_1='update-by-query', _2=1)",1
8281,"Row(_1='drawer', _2=0)",1
8282,"Row(_1='stack-navigator', _2=0)",2
8283,"Row(_1='pyyaml', _2=0)",1
8284,"Row(_1='tippyjs', _2=0)",1
8285,"Row(_1='defragmentation', _2=0)",1
8286,"Row(_1='bridge', _2=0)",1
8287,"Row(_1='macvlan', _2=0)",1
8288,"Row(_1='promiscuous-mode', _2=0)",1
8289,"Row(_1='export', _2=-3)",1
8290,"Row(_1='code-generation', _2=-3)",1
8291,"Row(_1='adobe-xd', _2=-3)",1
8292,"Row(_1='python-sphinx', _2=1)",3
8293,"Row(_1='restructuredtext', _2=1)",2
8294,"Row(_1='amazon-cognito', _2=1)",4
8295,"Row(_1='filesaver.js', _2=0)",2
8296,"Row(_1='subquery', _2=1)",3
8297,"Row(_1='webclient', _2=0)",2
8298,"Row(_1='appsettings', _2=0)",6
8299,"Row(_1='veracode', _2=0)",1
8300,"Row(_1='wear-os', _2=0)",1
8301,"Row(_1='android-wear-2.0', _2=0)",1
8302,"Row(_1='android-automotive', _2=0)",1
8303,"Row(_1='sql-limit', _2=0)",1
8304,"Row(_1='apple-search-ads', _2=0)",1
8305,"Row(_1='django-permissions', _2=0)",1
8306,"Row(_1='django-guardian', _2=0)",1
8307,"Row(_1='odoo-10', _2=0)",1
8308,"Row(_1='phone-call', _2=3)",1
8309,"Row(_1='calllog', _2=3)",1
8310,"Row(_1='nosql', _2=-1)",1
8311,"Row(_1='custom-element', _2=0)",1
8312,"Row(_1='doc', _2=0)",1
8313,"Row(_1='mvvmcross', _2=1)",1
8314,"Row(_1='nest', _2=1)",1
8315,"Row(_1='eye-tracking', _2=0)",1
8316,"Row(_1='tibco', _2=0)",2
8317,"Row(_1='business-process-management', _2=0)",1
8318,"Row(_1='tibco-ems', _2=0)",1
8319,"Row(_1='tibco-business-works', _2=0)",1
8320,"Row(_1='tibco-topic', _2=0)",1
8321,"Row(_1='bitlocker', _2=0)",1
8322,"Row(_1='return', _2=2)",1
8323,"Row(_1='jsx', _2=2)",2
8324,"Row(_1='ionic2', _2=0)",1
8325,"Row(_1='spring-data-rest', _2=0)",1
8326,"Row(_1='reactivex', _2=1)",1
8327,"Row(_1='tpl-dataflow', _2=1)",1
8328,"Row(_1='smtp', _2=1)",1
8329,"Row(_1='basic', _2=1)",1
8330,"Row(_1='azure-pipeline-python-script-task', _2=1)",1
8331,"Row(_1='size', _2=0)",4
8332,"Row(_1='sizeof', _2=0)",1
8333,"Row(_1='realloc', _2=0)",2
8334,"Row(_1='commonjs', _2=0)",2
8335,"Row(_1='testbed', _2=1)",2
8336,"Row(_1='apache-superset', _2=0)",3
8337,"Row(_1='text-to-speech', _2=0)",4
8338,"Row(_1='speech', _2=0)",1
8339,"Row(_1='hamming-code', _2=0)",1
8340,"Row(_1='hub', _2=1)",1
8341,"Row(_1='math', _2=3)",1
8342,"Row(_1='minizinc', _2=3)",1
8343,"Row(_1='projection', _2=0)",3
8344,"Row(_1='glsl', _2=0)",3
8345,"Row(_1='fragment-shader', _2=0)",2
8346,"Row(_1='pseudo-element', _2=0)",1
8347,"Row(_1='python-asyncio', _2=1)",6
8348,"Row(_1='wsl-2', _2=1)",1
8349,"Row(_1='coap', _2=1)",1
8350,"Row(_1='html', _2=-5)",3
8351,"Row(_1='ef-core-5.0', _2=1)",1
8352,"Row(_1='wifi-direct', _2=0)",1
8353,"Row(_1='google-nearby', _2=0)",2
8354,"Row(_1='copy-paste', _2=0)",3
8355,"Row(_1='authorization', _2=1)",2
8356,"Row(_1='wordpress-rest-api', _2=0)",1
8357,"Row(_1='gitlab-ci-runner', _2=1)",2
8358,"Row(_1='braintree', _2=0)",1
8359,"Row(_1='git-workflow', _2=0)",1
8360,"Row(_1='trunk', _2=0)",1
8361,"Row(_1='branching-strategy', _2=0)",1
8362,"Row(_1='github-flow', _2=0)",1
8363,"Row(_1='sizeof', _2=-1)",1
8364,"Row(_1='strlen', _2=-1)",1
8365,"Row(_1='scikit-image', _2=0)",1
8366,"Row(_1='xsd', _2=0)",2
8367,"Row(_1='sockets', _2=1)",9
8368,"Row(_1='left-join', _2=-1)",2
8369,"Row(_1='discord.js', _2=-1)",4
8370,"Row(_1='graphstream', _2=-1)",1
8371,"Row(_1='debian', _2=1)",3
8372,"Row(_1='containers', _2=1)",7
8373,"Row(_1='sha256', _2=1)",1
8374,"Row(_1='saga', _2=0)",2
8375,"Row(_1='screen-scraping', _2=0)",3
8376,"Row(_1='gcloud', _2=0)",4
8377,"Row(_1='redash', _2=0)",1
8378,"Row(_1='pdo', _2=1)",2
8379,"Row(_1='last-insert-id', _2=1)",1
8380,"Row(_1='dereference', _2=0)",1
8381,"Row(_1='git-bash', _2=-1)",1
8382,"Row(_1='git-for-windows', _2=-1)",1
8383,"Row(_1='model-validation', _2=0)",1
8384,"Row(_1='cartodb', _2=0)",1
8385,"Row(_1='textbox', _2=1)",1
8386,"Row(_1='user-controls', _2=1)",2
8387,"Row(_1='c#-to-vb.net', _2=1)",1
8388,"Row(_1='shell', _2=2)",2
8389,"Row(_1='file', _2=2)",1
8390,"Row(_1='filemtime', _2=2)",1
8391,"Row(_1='mercure', _2=0)",1
8392,"Row(_1='flutter-navigation', _2=0)",2
8393,"Row(_1='qapplication', _2=0)",1
8394,"Row(_1='git-lfs', _2=0)",3
8395,"Row(_1='verify', _2=0)",1
8396,"Row(_1='performance-testing', _2=0)",4
8397,"Row(_1='jmeter-5.0', _2=0)",3
8398,"Row(_1='react-props', _2=0)",6
8399,"Row(_1='reconciliation', _2=0)",1
8400,"Row(_1='join', _2=3)",1
8401,"Row(_1='infinite-scroll', _2=0)",2
8402,"Row(_1='pdf-reader', _2=0)",1
8403,"Row(_1='acrofields', _2=0)",1
8404,"Row(_1='pdfstamper', _2=0)",2
8405,"Row(_1='dependency-injection', _2=2)",2
8406,"Row(_1='dagger-2', _2=2)",1
8407,"Row(_1='dagger', _2=2)",1
8408,"Row(_1='blazor', _2=-2)",2
8409,"Row(_1='mod-security', _2=0)",1
8410,"Row(_1='mod-security2', _2=0)",1
8411,"Row(_1='alacritty', _2=0)",1
8412,"Row(_1='opencv-contour', _2=-1)",2
8413,"Row(_1='histogram', _2=1)",3
8414,"Row(_1='ioslides', _2=1)",1
8415,"Row(_1='stripchart', _2=1)",1
8416,"Row(_1='bdd', _2=0)",1
8417,"Row(_1='behat', _2=0)",2
8418,"Row(_1='parse-platform', _2=0)",3
8419,"Row(_1='parse-server', _2=0)",2
8420,"Row(_1='delimiter', _2=0)",3
8421,"Row(_1='cjk', _2=0)",1
8422,"Row(_1='ios', _2=3)",3
8423,"Row(_1='user-interface', _2=3)",3
8424,"Row(_1='firebase-remote-config', _2=3)",1
8425,"Row(_1='drawable', _2=0)",1
8426,"Row(_1='arduino', _2=-2)",2
8427,"Row(_1='esp8266', _2=-2)",1
8428,"Row(_1='arduino-esp8266', _2=-2)",1
8429,"Row(_1='get-request', _2=-2)",1
8430,"Row(_1='inertiajs', _2=1)",2
8431,"Row(_1='cookiecutter', _2=0)",1
8432,"Row(_1='filereader', _2=0)",1
8433,"Row(_1='.net', _2=5)",1
8434,"Row(_1='asp.net-core', _2=5)",1
8435,"Row(_1='xunit', _2=5)",1
8436,"Row(_1='store', _2=0)",5
8437,"Row(_1='react-redux', _2=2)",1
8438,"Row(_1='criteria-api', _2=0)",1
8439,"Row(_1='exoplayer2.x', _2=0)",2
8440,"Row(_1='android-music-player', _2=0)",1
8441,"Row(_1='django-cors-headers', _2=0)",1
8442,"Row(_1='multidimensional-array', _2=-1)",5
8443,"Row(_1='one-to-one', _2=1)",1
8444,"Row(_1='amazon-dynamodb', _2=1)",6
8445,"Row(_1='dashboard', _2=0)",3
8446,"Row(_1='analysis', _2=0)",4
8447,"Row(_1='png', _2=0)",6
8448,"Row(_1='officer', _2=0)",1
8449,"Row(_1='amazon-linux-2', _2=0)",2
8450,"Row(_1='ebextensions', _2=0)",3
8451,"Row(_1='stream', _2=-1)",1
8452,"Row(_1='synchronization', _2=-1)",2
8453,"Row(_1='tensorrt', _2=-1)",1
8454,"Row(_1='cupy', _2=-1)",1
8455,"Row(_1='python-xarray', _2=1)",3
8456,"Row(_1='vs-color-theme-editor', _2=0)",1
8457,"Row(_1='huawei-mobile-services', _2=2)",2
8458,"Row(_1='geofencing', _2=2)",1
8459,"Row(_1='huawei-developers', _2=2)",1
8460,"Row(_1='tabs', _2=1)",1
8461,"Row(_1='contenttemplate', _2=1)",1
